天津爱派蓝科技有限公司,天津爱派蓝科技有限公司是一家以技术创新和服务、备品备件供应和国产化、部件研发制造供应为核心业务，致力于为中国风电行业提供全套解决方案新能源科技公司。公司成立于2015年，注册资金1500万元人名币。是大型风力发电整机商西门子歌美飒和中国最大风力发电公司国电龙源的技术服务供应商。现拥有资深高级风电专家三名，高级风电技术专家2名。公司拥有20多名技术服务人员的服务团队，所有员工均有专科以上学历及资深的专业经验。主要从事不同品牌风机的吊装督导、调试、维护、技术培训、叶片维护、备品备件的开发、采购和销售等工作。优秀的员工，先进的技术，严格的管理是公司得以不断发够赢得用户信赖的根本所在。“以客户为中心，提供诚信、可靠、专业的服务”是公司的服务信念。我们真诚的期待与您的合作。
中节能风力发电（河南）有限公司,"中节能风力发电（河南）有限公司是隶属于中国节能风力发电股份有限公司的一家中央企业公司，于2016年7月28日注册成立，办公地点设立在河南省郑州市郑东新区楷林IFC（国际金融中心）。

       公司的“产业生态链”集项目开发、投资管理、建设施工、运营维护于一体，聚合业内最高端的技术支持和理念指导，并与国际国内市场紧密结合，使项目要素环环相扣，科学严谨以促进资源优势最大化利用。

       现我公司在内蒙古奈曼旗已有50兆瓦风电场投产运行；在河南省已取得270万千瓦风电项目开发权、在山东省已取得50兆瓦风电项目开发权、在内蒙古已取得50兆瓦风电供热项目开发权。

       风电行业正在高速腾飞，我们的企业也在快速发展，在短短三年的时间内，我们的公司规模不断拓展，项目容量急剧增加，员工队伍日渐壮大。公司始终坚持尊重、包容、分享、感恩的团队理念，不断改善员工生活质量，努力为员工创造舒适安全的工作、生活环境。我们是一个年轻、充满活力并勇于奋斗的团队，期待你的加入！"
中广核新能源投资（深圳）有限公司江西分公司,"中国广核新能源控股有限公司（简称：中广核新能源），作为中国广核集团控股子公司，于2014年10月在香港上市，定位为中国广核集团开发、运营非核清洁及可再生能源发电项目的重要平台，负责中广核新能源产业的经营发展和改革创新。作为央企，中广核新能源业务全面覆盖风电、太阳能、水电、综合能源等多业态新能源业务，发展速度、发展质量、度电成本、度电利润等综合实力排名国内同行业前列。
      中广核新能源江西分公司于2012年进驻江西，分公司现有员工100余人，总资产28亿，主要开展江西省内风电、光伏等清洁能源项目的投资开发、建设、运营、维护，风力发电技术咨询和服务管理工作。目前在运、在建、拟建风电场及光伏电站容量约75万千瓦，项目地点包括九江市、吉安市、赣州市、上饶市、宜春市等。2019年社会招聘工作已经拉开帷幕，我们诚挚期待您的加盟。欢迎相关专业人员踊跃提交简历！
招聘岗位：风电运行检修岗；光伏运行检修岗； 
招聘人数：（1）、风电运行检修岗：15人；
               （2）、光伏运行检修岗：2人。
招聘要求：（1）专业知识：大学专科及以上学历，3年及以上相关工作经验；电气类、自动化类、机械类、能源动力类等相关专业；熟知国家及电网、新能源公司颁布实施的规章制度及规定；熟练掌握安全工作规程；
（2）专业技能：熟练掌握安全工作规程，掌握电气控制系统、风机控制系统的正常操作及故障情况下的紧急操作办法；熟悉电力系统办公软件操作；具有一定分析判断能力，事故处理能力，语言表达和协调能力；
工作地点：运行检修岗：九江市彭泽县、湖口县，吉安市吉水县、遂川县，赣州市赣县、龙南县，上饶市横峰县、宜春市樟树、江西南昌市；
薪酬福利：七险二金、通讯补贴、交通补贴、现场补贴、定期体检、生日慰问、防暑降温费等。"
宁夏浙能新能源有限公司,"宁夏浙能新能源有限公司是浙江省能源集团的下属企业，正式成立于2019年3月21日,由浙江省能源集团浙江浙能能源服务有限公司投资组建并管理。

       宁夏浙能新能源有限公司负责建设运营浙能宁夏中卫香山风电项目。该项目位于宁夏回族自治区中卫市沙坡区，是浙能集团投资兴建的第一个大型陆上风电项目，风电场建设容量为120MW。该项目于2018年12月31日通过宁夏回族自治区发改委核准，计划2019年10月开工建设，2020年10月底前全部建成投产。

       宁夏浙能新能源有限公司日常办公场所位于中卫市市区，风电场场址位于宁夏回族自治区中卫市沙坡区常乐镇上石棚村境内，风电场中心区距离中卫市市区25公里。

       宁夏浙能新能源有限公司秉承浙能集团“以德立人、以能立业”价值观，担负浙能“为发展提供动力、为社会创造财富、为员工谋求幸福”使命，发扬“让事业精彩、让生命闪光”精神。

       欢迎有识之士加入宁夏浙能新能源有限公司，立足宁夏、开拓西北浙能新能源事业，携手共创美好未来，开启事业新起点，实现人生新愿景。"
新疆风电工程设计咨询有限责任公司,https://fdjob.bjx.com.cn/companys/64272.html**********
河南平煤北控清洁能源有限公司,河南平煤北控清洁能源有限公司是北控清洁能源集团和中国平煤神马集团“强强联手”合资成立的中原地区大型清洁能源综合服务平台，致力于为中原经济区建设提供“风、光、热、水、气”等清洁能源服务，为国家级航空港经济综合实验区、河南省新型城镇化建设提供以城市为载体的智慧能源、智慧交通、微网储能、能源交易等能源互联网基础设施和解决方案。    公司控股股东北控清洁能源集团有限公司是北控集团（北控水务）、中信集团（中信产业基金）、清华大学（启迪控股）联合控股的香港联交所主板上市公司（01250.HK）。北控清洁能源致力发展清洁能源，目前已形成地面光伏电站、分布式光伏电站、微网储能、能源交易、风电、水电以及地热能等主营业务结构。自2015年4月成立以来，业务已布局全国20余个省市，并积极开拓国际市场。    公司股东中国平煤神马集团是河南省国资委直管，集煤炭采选、煤盐化工、煤焦化工、尼龙化工、建工建材、机电装备等于一体的国内特大型能源化工集团，注册资本189.68亿元，资产总额近1100亿元，拥有“平煤股份”、“神马股份”、“易成新能”三家上市融资平台，是国内规模最大的焦炭、尼龙化工及品种最全的炼焦煤和动力煤生产基地，拥有国际上最长的煤基化工产业链，连年位于国内企业综合排名百强之列。
北京天华成新能源科技有限公司,"北京天华成新能源科技有限公司（以下简称天华成），成立于2015年3月，注册资金人民币5000万元，顺应我国电力体制改革和新能源发展趋势而创立，专业从事新能源电站的投资开发、综合能源服务、配电网建设和电站运行维护业务。公司积极探索引领行业发展的关键技术，从多方位提升能源利用效率，提高经济投资收益，为清洁能源发展消除技术瓶颈，是一家能源综合开发利用及研究型企业。

      天华成创建以来，围绕“清洁能源，人人创享”的经营理念，为客户提供优质服务，推动清洁能源的广泛利用。公司涵盖五大业务范围：新能源电站投资开发、村级光伏扶贫电站建设、综合能源服务、电站运行维护、智慧制造，打造基于咨询、投资、建设、生产、运营、管理、信息平台为一体的“智慧型清洁能源产业生态链”。公司总部设在北京自主创新示范区海淀区，在国家新能源发展政策方面获得了国家科技部创新基金和北京市科委创新基金支持，同时获得了中国农业发展银行、建设银行等国家金融机构的信贷支持、信用认证。目前天华成正在开展前期工作及合作在建风电项目约150万千瓦，其中北京天华成长垣县20MW分散式风电项目已于今年8月并网发电，旗下控股和参股7家项目公司，业务发展迅速，营业额逐年递增。

      公司紧跟国家能源战略转型发展步伐，把握绿色发展重要机遇，着力解决清洁能源发展瓶颈。公司拥有能源领域专业的团队和资深的专家，经营机制灵活，创新商业模式，打造资源开发、投资建设、运营维护的全方位能力，确保每一个新能源电站项目高质量、高效率、高收益。同时天华成拥有专业的风电及光伏电站行业专家和技术团队，为每个电站的前期开发和建设运营提供精准政策解读、业务咨询、资源评估和技术支持，让每一个项目成功建设和保障收益。

      天华成积极参与县、乡镇的扶贫建设，为地方经济脱贫履行企业的社会责任，并为满足客户多元化能源生产与消费，打造涵盖能源规划设计、工程投资建设、多能源运营服务以及投融资服务等综合能源解决方案，致力于综合能源服务研究，其开发团队打造的 T-THC能源管理系统基于 B/S架构的综合能源管理平台，该平台采集、监控和管理变配电、空调、电梯、给排水、热水机组等重点设备负荷端的能耗和运行信息。"
山西恒泰绿源科技有限公司,https://fdjob.bjx.com.cn/companys/55380.html**********
中车株洲电力机车研究所有限公司风电事业部,https://fdjob.bjx.com.cn/companys/51205.html**********
新疆恒信众拓电力服务有限公司,https://fdjob.bjx.com.cn/companys/63776.html**********
云南皓恒新能源科技有限公司,云南皓恒新能源科技有限公司办公室地址位于素以“春城”著称昆明，云南省昆明市官渡区官渡园内宸瑞现代五金机电中心B2幢1-2层商铺9号，于2016年04月25日在官渡区市场监督管理局注册成立，注册资本为500万人民币，在公司发展壮大的3年里，我们始终为客户提供好的产品和技术支持、健全的售后服务，我公司主要经营新能源科技技术的研究、推广及技术服务、技术咨询、技术转让；国内贸易、物资供销（依法须经批准的项目，经相关部门批准后方可开展经营活动），我们有好的产品和专业的销售和技术团队，我公司属于昆明能源公司行业，如果您对我公司的产品服务有兴趣，期待您来电咨询
山东十川节能科技股份有限公司,"山东十川节能科技股份有限公司成立于2007年6月27日,注册资本金5000万元。企业传统业务主要侧重于建筑节能领域,目前企业已获得高新技术企业资格证书和软件企业资格证书,同时属于国家发改委及财政部第五批节能服务企业备案名单企业。2015年12月8日在新三板挂牌上市,同时重新规划了企业未来发展方向:分布式光伏、分散式风电及储能等新能源电站的投资、建设及运营,重点在工商业屋顶分布式及户用型电站的投资建设;提供一站式电力节能解决方案;合同能源管理;施工总承包;集电力清洁生产、发电销售、末端客户节能管理为一体的智慧能源生态运营服务商。    公司秉承高品质、低能耗的产品理念,以“专业、诚信、服务”为原则,不断开拓,建立值得客户信赖的新能源及节能服务品牌。"
山东盛景新能源科技有限公司,山东盛景新能源科技有限公司，公司主营风力发电、输配电、售电、储能充电桩运营、泛能等业务。
北京汇通聚原风电技术有限公司,"北京汇通聚原风电技术有限公司(原名:北京汇通聚源科技有限公司)是一家专业从事风力发电机组定检、技术改造、电气接线、运行维护、整机吊装等多方位为一体的服务公司。公司成立于2012年,注册资金500万,公司总部位于北京,另有新疆项目部、西北项目部、华中项目部。公司服务团队覆盖到全国新能源资源丰富区域:自西(新疆、青海、甘肃、宁夏)而北(辽宁、吉林、黑龙江、内蒙古、河北),向东(山东、江苏、上海)再南(贵州、福建、广东、云南、海南)等。在风电行业已有多年的经验累积,公司注重培养技术人员,定期组织员工参加专业知识培训。以“抓质量、保安全、防风险、强管理、维稳定”为总体思路,全面推进标准化管理。    公司自成立以来已完成500小时检修、全年检修、半年检修机组1万多个台次,技术改造500多台次,电气接线800多台次,在工作过程中以认真负责的态度,积极响应客户需求,曾多次受到客户表扬和好评。一直以来在该领域取得了较突出的成绩,公司始终以高质量,高标准原则服务于每一位客户。坚持以人为本 ,确保工程高效安全。    公司一直坚持以“科技创新,合作共赢,诚信高效,服务一流”为理念,以高效与优质的服务打造企业。全体员工以饱满的热情服务于每一天,我们愿同四海知音,各界同仁携手共同发展,共创美好明天。"
甘肃先风同创风电工程服务有限公司,甘肃先风同创风电工程服务有限公司是一家专业的风电技术服务公司，其总部设于甘肃省嘉峪关市，公司拥有一流的管理、经营、技术服务人才，力求打造最专业的风电设备技术服务公司。公司以：“诚实守信、优化服务、长远发展”为核心经营理念，坚持以“公平、公正、公开”为管理原则，以“规范、务实、优质、创新”为企业文化，致力于创造一流的服务团队。全体员工以“实在做事、踏实做人”为己任努力为客户创造最大价值。
华电新能源技术开发公司,https://fdjob.bjx.com.cn/companys/11508.html**********
北京华电润泽环保有限公司,https://fdjob.bjx.com.cn/companys/53208.html**********
内蒙古宏瑞电力检修有限责任公司,1、公司基本概况内蒙古宏瑞电力检修有限责任公司是一支致力于电力检修、维护、抢修服务的专业团队。我公司坐落于美丽青城呼和浩特市金川开发区电力城北区，注册资本金4800万元，现有员工85人，生产部门组织架构细分为输电运检处、高压实验处、变电检修处继电保护处和箱变检修处等多个部门，专业的团队、精湛的技术、细化的服务流程造就了我公司在内蒙古西部地区拥有较高的行业口碑。在工作中我们坚持以“以人为本，安全第一，保证质量，真情服务，共铸双赢”的方针；在服务上我们坚守着“一日客户，终身服务”的态度。2、业务范围经过十多年的发展，目前我公司形成了以输电线路、变电站及通讯远动维护的三大支柱业务，专心致力于火力发电厂、风力发电场变电站、输电线路、箱式变压器的检修维护服务、变电站调试、电气设备维护及大小修、抢修等项目。在电力事业大发展的过程中，愿意和更多优秀的同行携手合作、共谋发展。大力发展风电场、光伏电站运行检修维护业务，兼顾输变电设备故障抢修、技改、大小修业务。
快备新能源科技(上海)有限公司,https://fdjob.bjx.com.cn/companys/40991.html**********
风脉能源（武汉）股份有限公司,国内背景：风脉（武汉）可再生能源技术有限责任公司成立于2009年，荣获国务院“重点华人华侨创业团队”，并获得过湖北省“百人计划”和两次获得武汉市“3551海外人才引进计划”重点资助扶持。作为专业的新能源行业咨询设计公司，其业务范围涵盖整个新能源项目生命周期。截至2012年6月，风脉团队负责设计和评估的项目超过200个，分布在全球各地。风脉与中国国电集团、湘电集团、华电集团、中电投、大唐集团等知名企业在国内与国际业务上有着广泛的战略合作。公司于2011年通过ISO9001质量管理体系认证和国家高新技术企业认定，并且与中国地质大学建立了全面的产学研合作关系。    国外背景：叶毅博士领导的核心团队拥有在美国NextEra Energy（原FPL能源公司）多年技术和管理经验，开发了美国2007-2009年间近三分之一的新建风电项目。目前公司已与20多家分布在北美、加拿大、南美、中亚、非洲、欧洲等多个地区的海外风电企业签署了项目合作协议，风脉参与国内大型风机厂家及风电开发商电力公司投资的海外项目评估有20多个，主要分布在：美国加州和德州，加拿大，澳大利亚，巴西，保加利亚，南非，中东，加纳等地。    技术优势：风脉作为专业的新能源行业咨询设计公司，致力于为中国新能源产业提供世界一流并具有自主知识产权的一站式技术服务，业务包括：项目前期技术服务、测风工程及测风数据管理、测光工程、风资源评估、太阳能资源评估、微观选址、风功率预报系统、太阳能光伏发电预报系统、项目可研报告编撰及复核、施工图设计、项目尽职调查报告、第三方独立评估报告、风机功率曲线测试、风电场后评估、风电场运行维护等，其中风机功率曲线测试和风电场后评估填补了国内技术空白。风脉所独有的世界气象数据库包含了全球8000个气象站点的长期监测数据，其中包含了中国1300个气象站点的长期监测数据，为客户项目设计评估提供了很好的数据支持。
浙江中光新能源科技有限公司,https://fdjob.bjx.com.cn/companys/55997.html**********
南京中核能源工程有限公司,"中国核工业建设集团公司是中央直接管理的国有重要骨干企业,国防科技工业十大军工集团之一。中国核建以军工工程、核电站和核设施建设、先进核能利用为特色,以建筑和清洁能源为核心业务,正努力打造世界一流的现代企业集团。    中核投资有限公司是中国核工业建设集团公司全资设立的境外投融资、实业投资和资本运作平台,成立于2002年。全力打造境外投融资、实业投资和资本运作三大板块。中国核能科技集团有限公司(HK00611)是核建集团海外资本运作平台,是核能及清洁能源电站的投融资服务商、清洁能源电站设备和核电设备的融资租赁商。    南京中核能源工程有限公司是中国核工业建设集团全资子公司中核投资有限公司所属专业新能源工程服务商、投资与运营商,提供各类型、各等级光伏电站工程、生物质发电、垃圾发电工程等咨询、设计、设备成套与供货、施工安装、工程总承包服务及项目开发、投资、运营业务,并在环保、市政、石油化工等工程领域提供全程全能服务。    公司具有电力行业(新能源发电)设计暨总承包、新能源工程咨询、机电设备安装工程专业承包、对外工程承包等资质,拥有光伏发电系统集成技术专利30余项、自主研发的多项目管理系统软件著作1项,现有员工约200人,均来自核能、电力及光伏发电系统等工程领域,其中90%为专业技术人员,75%具有本科以上学历,40%拥有中高级技术职称、注册执业资格,已完成百座、总容量超过2GW的光伏电站及多座生物质发电、垃圾发电等新能源工程项目,完成自主开发投资光伏发电项目43MW,骨干团队还参与了光伏发电国标、行标、军标、省标等多项标准主编。    公司将秉承“成为光伏(热)开发、投资 、建设、运营行业领军企业”的愿景,以卓越的技术与工程能力,为客户创造价值,为社会贡献清洁、高效、价格低廉的绿色能源。    南京中核能源工程有限公司具备完善的薪酬福利体系,并希望与您携手共建未来!    行业领先的专业发展平台    富有行业竞争力的薪资水平及激励方式    住房公积金    社会保险(五险:养老、失业、工伤、生育、医疗保险)    完善的休假体系(双休、法定节假日、年休假等)    全方位的多级培训体系    丰富的福利体系(旅游、节假日补贴、通讯费、生日津贴等福利费)"
江西省水投能源发展有限公司新能源运维分公司,"江西省水投能源发展有限公司前身为江西省水电发展有限公司,是2009年2月经江西省人民政府批准成立,2009年10月正式挂牌成立并组建运营的国有独资型企业。在经过近10年的不断发展与努力下,公司逐渐成为江西省内颇具规模的一家以水电、风电、光伏能源开发及运营为主营业务的集团型企业,因公司发展需求,后于2016年6月正式更名为江西省水投能源发展有限公司。    江西省水投能源发展有限公司新能源运维分公司是江西省水投能源发展有限公司的全资子公司。愿景：    致力成为国内先进、行业内有影响力的新能源综合性企业。使命：    专注低碳环保,发展清洁能源,点亮美好未来。价值观：    专业高效、开拓创新。"
永清环保股份有限公司,&nbsp;&nbsp;&nbsp;&nbsp;永清集团始创于1998年，专注于节能环保事业，从事大气、水、污水、固体废弃物处置、环保热电、土壤修复等领域的技术研发、环境咨询、项目投资、工程总包、工程设计、设备制造、设施运营及维护等业务。形成环境规划与咨询、项目咨询、投资、设计、建设、设备制造及设施运营完整的环保产业链，产业集群发展初具规模。集团下设永清环保股份有限公司（已于深交所上市，股票代码：300187）、湖南永清环保研究院有限责任公司、湖南永清水务有限公司、湖南永清机械制造有限公司、湖南永清环境修复有限公司、长沙潮立房地产开发有限公司等企业，拥有强大的技术实力、畅通的融资平台和优秀的项目管理及实施能力，得到了各级政府和业界的大力支持，是中国环保产业协会副会长单位和湖南环保产业协会会长单位，是湖南省《政府工作报告》点名支持做大做强的环保企业集团，也是湖南省环保领域唯一一家“双百”工程明星企业。&nbsp;&nbsp;&nbsp;&nbsp;永清集团经过十多年的发展变革，依靠根植于企业本质的，对于生命的尊重和热爱，对于大自然的理解和珍惜，沉淀出不断探索和创新的企业精神，拥有了更加广阔的发展空间。永清人坚持不懈地实践和延拓“领先环保科技，创造碧水蓝天”的企业宗旨，实现企业与社会和谐发展，人与环境和谐共赢。&nbsp;&nbsp;&nbsp;&nbsp;集团秉承“领先环保科技，创造碧水蓝天”的宗旨，以发展环保产业、创建两型社会为己任，立志五年突破百亿规模，做环保领域的持续领跑者，打造永续经营的环保综合性企业集团。&nbsp;&nbsp;&nbsp;&nbsp;“碧水蓝天，共创和谐”，永清环保本着对人的关爱，对人与自然的关注，对社会发展与进步的关心，坚持“做精产品，做深行业”的精神，促进经济社会和企业自身可持续发展的有机结合，自主与集成创新相结合，用新经济思维造就永清环保巨人！&nbsp;&nbsp;&nbsp;&nbsp;为满足公司业务发展需求，现就以下岗位面向社会公开招聘。我们诚挚地欢迎各管理与工程技术精英的加盟，相信共享成果的喜悦和自豪将属于我们永清人！&nbsp;&nbsp;&nbsp;&nbsp;薪资福利：&nbsp;&nbsp;&nbsp;&nbsp;①、随着公司发展壮大公司不断丰富员工薪酬待遇，如：有竞争力的薪资、多样化的激励、五险一金、节&nbsp;假日及生日福利、工作餐补、双休等。&nbsp;&nbsp;&nbsp;&nbsp;②、核心高端人才享受丰厚的持股计划，控股子公司的成功上市已造就若干个千万、百万富翁。&nbsp;&nbsp;&nbsp;&nbsp;③、制造公司为员工提供宿舍。培训体系：&nbsp;&nbsp;&nbsp;&nbsp;公司重视员工培训和员工成长，培训体系日益完善，涵盖了专业技能、企业文化、制度、营销、职业素质、员工晋升、管理知识等培训，并对员工自我研修、职业资格获取等提供支持和补贴。公司拟制定核心员工和高管成长计划，采取MBA、出国考察等外训方式，为员工的进一步发展提供良好的平台。待时机成熟公司会成立永清工商管理学院（企业大学）。双晋升通道：管理岗：职员→专责→主管→经理→总监→副总→CEO&nbsp;&nbsp;&nbsp;&nbsp;技术岗：技术员→工程师→主任工程师→技术经理（项目负责人）→总工程师→首席科学家
维得新能源技术服务(北京)有限公司,https://fdjob.bjx.com.cn/companys/58276.html**********
浙江中自庆安新能源技术有限公司,"浙江中自庆安新能源技术有限公司是一家致力于为大型旋转机械、往复式机械及传动链装置安全可靠运行提供整体解决方案的高新技术企业,公司始终坚持以“振兴民族工业为己任”的发展目标,秉承 “用信息技术提升传统产业”的信念,遵循“专注造就专业、品质成就永恒”的质量方针,及时有效地为工业企业、轨道交通企业及新能源企业提供卓越的产品和服务。    公司位于杭州市经济技术开发区的中自科技园,毗邻美丽的钱塘江,自然环境和生产条件十分优越,同时在北京、深圳设立办事机构,主要从事大型旋转机械、往复机、机泵、列车走行部在线监测及风力发电机组设备安全运行的整体解决方案和工程安装,同时还能为客户定制诊断服务。在风电行业中自庆安的DGU2000已经是国内知名品牌,该产品除了能提供对齿轮箱和发电机振动的在线监测和诊断外,它还可以为用户提供倾覆监测、油液监测、风场视频监控、消防监测。中自庆安公司拥有强大的研发团队、先进的技术和优秀成熟的售后服务团队,为相关传统企业提供了一个崭新的传动设备的监测、诊断和安全运行的资产管理平台。    浙江中自庆安公司与国内外领先的设备投资商、运营商及整机制造商们合作紧密,凭借对传动机械状态监控领域的持续积累和丰富的行业专业知识,帮助他们从降低运维成本及提高设备可靠性等方面对动力设备和传动机组进行安全评估,并设计出最符合客户需求的产品及整体解决方案,同时也提供卓有成效的用户培训和完善的售后服务,帮助运营企业提高核心设备的安全使用效率,帮助相关制造企业提高诊断水平和远程服务能力,为这些关键机组和设备的安全可靠运行保驾护航。"
